time,t1,t2,t_ref
0.0009374618530273438,16.31854248046875,16.515045166015625,
0.6065871715545654,16.31854248046875,16.613311767578125,
0.8692882061004639,16.41680908203125,16.613311767578125,
1.1318745613098145,16.41680908203125,16.613311767578125,
1.3952019214630127,16.41680908203125,16.613311767578125,
1.6567049026489258,16.41680908203125,16.613311767578125,
1.899965763092041,16.41680908203125,16.613311767578125,
2.158220052719116,16.41680908203125,16.613311767578125,
2.402015209197998,16.41680908203125,16.613311767578125,
2.666451930999756,16.41680908203125,16.613311767578125,
2.9694085121154785,16.41680908203125,16.613311767578125,
3.2314133644104004,16.41680908203125,16.613311767578125,
3.4831247329711914,16.41680908203125,16.613311767578125,
3.7262299060821533,16.41680908203125,16.613311767578125,
3.967045783996582,16.41680908203125,16.613311767578125,
4.244196176528931,16.41680908203125,16.613311767578125,
4.523546934127808,16.515045166015625,16.613311767578125,
4.778429746627808,16.41680908203125,16.515045166015625,
5.045917749404907,16.41680908203125,16.613311767578125,
5.301960229873657,16.41680908203125,16.613311767578125,15
5.545887470245361,16.41680908203125,16.613311767578125,15
5.78694486618042,16.41680908203125,16.613311767578125,15
6.025540828704834,16.41680908203125,16.613311767578125,15
6.28901219367981,16.41680908203125,16.613311767578125,15
6.536396741867065,16.41680908203125,16.613311767578125,15
6.799342155456543,16.41680908203125,16.515045166015625,15
7.065273761749268,16.515045166015625,16.41680908203125,15
7.309524297714233,16.41680908203125,16.41680908203125,15
7.557806968688965,16.515045166015625,16.22027587890625,15
7.8103272914886475,16.515045166015625,16.22027587890625,15
8.060484647750854,16.41680908203125,16.02374267578125,15
8.314912557601929,16.515045166015625,15.925506591796875,15
8.556790828704834,16.515045166015625,15.63067626953125,15
8.827786684036255,16.515045166015625,15.53240966796875,15
9.098366737365723,16.41680908203125,15.23748779296875,15
9.359996557235718,16.31854248046875,14.9425048828125,15
9.61527705192566,16.31854248046875,14.74578857421875,15
9.902475833892822,16.22027587890625,14.548980712890625,15
10.181716680526733,16.31854248046875,14.352142333984375,15
10.430062294006348,16.122039794921875,13.958251953125,15
10.691062927246094,16.122039794921875,13.8597412109375,15
10.95205283164978,16.02374267578125,13.56402587890625,15
11.33092737197876,15.925506591796875,13.26812744140625,15
11.626868963241577,15.925506591796875,13.070709228515625,15
11.918619394302368,15.827239990234375,12.971954345703125,15
12.197327375411987,15.72894287109375,12.774383544921875,15
12.46032428741455,15.63067626953125,12.576690673828125,15
12.718417644500732,15.63067626953125,12.477783203125,15
12.987282037734985,15.53240966796875,12.279876708984375,15
13.264787673950195,15.53240966796875,12.180877685546875,15
13.545706987380981,15.43408203125,12.08184814453125,15
13.826324224472046,15.3358154296875,11.883636474609375,15
14.10200548171997,15.23748779296875,11.784515380859375,15
14.385628938674927,15.13916015625,11.685302734375,15
14.651676654815674,15.13916015625,11.685302734375,15
14.93394160270691,15.04083251953125,11.5860595703125,15
15.191875457763672,14.9425048828125,11.486785888671875,15
15.47206425666809,14.9425048828125,11.486785888671875,15
15.727353572845459,14.844146728515625,11.387481689453125,15
15.985854625701904,14.844146728515625,11.387481689453125,15
16.262327432632446,14.74578857421875,11.387481689453125,15
16.545918226242065,14.64739990234375,11.387481689453125,15
16.831340074539185,14.64739990234375,11.288116455078125,15
17.10298991203308,14.548980712890625,11.288116455078125,15
17.37412929534912,14.548980712890625,11.288116455078125,15
17.65341854095459,14.450592041015625,11.387481689453125,15
17.930681705474854,14.450592041015625,11.387481689453125,15
18.209844827651978,14.352142333984375,11.387481689453125,15
18.491722583770752,14.352142333984375,11.486785888671875,15
18.76996946334839,14.25372314453125,11.387481689453125,15
19.03442907333374,14.25372314453125,11.387481689453125,15
19.298616409301758,14.155242919921875,11.486785888671875,15
19.587973594665527,14.155242919921875,11.486785888671875,15
19.868582725524902,14.155242919921875,11.5860595703125,15
20.151506423950195,14.0567626953125,11.5860595703125,15
20.42902183532715,14.0567626953125,11.5860595703125,15
