time,t1,t2,t_ref
0.0009775161743164062,17.202880859375,17.00634765625,
0.6358809471130371,17.202880859375,17.00634765625,
0.9074690341949463,17.202880859375,17.00634765625,
1.162097454071045,17.202880859375,17.00634765625,
1.4227659702301025,17.202880859375,17.00634765625,
1.688997507095337,17.202880859375,17.00634765625,
1.9469234943389893,17.202880859375,17.00634765625,
2.1988117694854736,17.202880859375,17.00634765625,
2.4549665451049805,17.202880859375,17.00634765625,
2.697565793991089,17.202880859375,17.00634765625,
2.9604828357696533,17.202880859375,17.1046142578125,
3.2173635959625244,17.202880859375,17.1046142578125,
3.4804227352142334,17.202880859375,17.00634765625,
3.9063057899475098,17.202880859375,17.00634765625,35
4.15671968460083,17.301177978515625,17.1046142578125,35
4.444040060043335,17.202880859375,17.1046142578125,35
4.719071865081787,17.301177978515625,17.00634765625,35
4.972692012786865,17.202880859375,17.00634765625,35
5.247734308242798,17.202880859375,17.1046142578125,35
5.537052392959595,17.301177978515625,17.1046142578125,35
5.814659357070923,17.301177978515625,17.1046142578125,35
6.07270359992981,17.202880859375,17.301177978515625,35
6.321027994155884,17.301177978515625,17.202880859375,35
6.565337896347046,17.202880859375,17.497772216796875,35
6.845726728439331,17.301177978515625,17.5960693359375,35
7.098106145858765,17.301177978515625,17.69439697265625,35
7.361322402954102,17.202880859375,18.0877685546875,35
7.799367666244507,17.39947509765625,18.3829345703125,35
8.09452199935913,17.301177978515625,18.57977294921875,35
8.379441261291504,17.39947509765625,18.97369384765625,35
8.671111583709717,17.39947509765625,19.170745849609375,35
8.956113338470459,17.497772216796875,19.663848876953125,35
9.223221063613892,17.5960693359375,19.861236572265625,35
9.509911298751831,17.69439697265625,20.25640869140625,35
9.796623706817627,17.792724609375,20.65203857421875,35
10.062766790390015,17.69439697265625,20.9490966796875,35
10.34617829322815,17.89105224609375,21.345733642578125,35
10.61730432510376,17.989410400390625,21.84234619140625,35
10.906492471694946,17.989410400390625,22.140869140625,35
11.199790716171265,18.0877685546875,22.43975830078125,35
11.491761207580566,18.284515380859375,22.93890380859375,35
11.78216814994812,18.481353759765625,23.339141845703125,35
12.091705322265625,18.481353759765625,23.840667724609375,35
12.367810249328613,18.57977294921875,24.142303466796875,35
12.64740252494812,18.67822265625,24.444488525390625,35
12.924991130828857,18.87518310546875,24.949432373046875,35
13.21193265914917,18.97369384765625,25.253204345703125,35
13.489722728729248,19.170745849609375,25.557586669921875,35
13.767872095108032,19.269317626953125,26.06640625,35
14.033093690872192,19.466552734375,26.372650146484375,35
14.31473684310913,19.565185546875,26.78204345703125,35
14.602538585662842,19.762542724609375,27.089996337890625,35
14.867919683456421,19.959991455078125,27.60498046875,35
15.149307489395142,20.157562255859375,27.915069580078125,35
15.430198669433594,20.157562255859375,28.12225341796875,35
15.712424278259277,20.454132080078125,28.64190673828125,35
15.97482180595398,20.553070068359375,28.95489501953125,35
16.233484745025635,20.75103759765625,29.1640625,35
16.51608371734619,20.850067138671875,29.478607177734375,35
16.79871678352356,21.1473388671875,30.005035400390625,35
17.080872058868408,21.246490478515625,30.322235107421875,35
17.34580659866333,21.345733642578125,30.640472412109375,35
17.61408519744873,21.54425048828125,30.95977783203125,35
17.88205885887146,21.742950439453125,31.17327880859375,35
18.16145086288452,22.04132080078125,31.60174560546875,35
18.432952642440796,22.140869140625,31.9244384765625,35
18.721056938171387,22.340057373046875,32.24835205078125,35
19.00062346458435,22.639251708984375,32.573455810546875,35
19.288089275360107,22.73907470703125,32.8997802734375,35
19.55045771598816,22.93890380859375,33.227447509765625,35
19.826571464538574,23.03887939453125,33.3369140625,35
20.093485593795776,23.339141845703125,33.666290283203125,35
20.37552833557129,23.4393310546875,33.88665771484375,35
20.656012535095215,23.740264892578125,34.32916259765625,35
20.938325881958008,23.941162109375,34.662689208984375,35
21.225301027297974,23.941162109375,34.8858642578125,35
21.486805200576782,24.24298095703125,35.221832275390625,35
21.77583599090576,24.444488525390625,35.446624755859375,35
22.04733443260193,24.646240234375,35.785125732421875,35
22.340128660202026,24.848297119140625,36.011688232421875,35
22.629842281341553,24.949432373046875,36.35284423828125,35
22.919257879257202,25.15185546875,36.466888427734375,35
23.20869016647339,25.4560546875,36.695587158203125,35
23.49730086326599,25.659210205078125,36.925018310546875,35
23.771339654922485,25.8626708984375,37.27056884765625,35
24.06044340133667,26.06640625,37.61785888671875,35
24.34588599205017,26.270477294921875,37.85040283203125,35
24.61131501197815,26.372650146484375,37.9669189453125,35
24.887518882751465,26.577178955078125,38.31781005859375,35
25.17080783843994,26.78204345703125,38.552764892578125,35
25.460464239120483,26.987274169921875,38.670562744140625,35
25.72408437728882,27.295745849609375,39.025177001953125,35
26.00675106048584,27.295745849609375,39.262664794921875,35
26.288357257843018,27.501800537109375,39.262664794921875,35
26.57074236869812,27.708251953125,39.62054443359375,35
26.832704067230225,27.915069580078125,39.860260009765625,35
27.109957218170166,28.01861572265625,40.100860595703125,35
27.38764476776123,28.433746337890625,40.100860595703125,35
27.666273593902588,28.53778076171875,40.342376708984375,35
27.9453444480896,28.746124267578125,40.706451416015625,35
28.220563173294067,28.95489501953125,40.706451416015625,35
28.498340368270874,28.95489501953125,41.072662353515625,35
28.752509593963623,29.1640625,41.318023681640625,35
29.02593183517456,29.478607177734375,41.441070556640625,35
29.293281078338623,29.478607177734375,41.564361572265625,35
29.57607388496399,29.6888427734375,41.811737060546875,35
29.838439226150513,30.005035400390625,41.935791015625,35
30.12081265449524,30.005035400390625,42.06011962890625,35
30.383325815200806,30.322235107421875,42.434661865234375,35
30.642455577850342,30.534271240234375,42.560028076171875,35
30.9183509349823,30.534271240234375,42.685699462890625,35
31.213156700134277,30.74676513671875,42.937774658203125,35
31.483176469802856,30.95977783203125,43.064239501953125,35
31.758979082107544,31.06646728515625,43.191009521484375,35
32.03904104232788,31.28021240234375,43.3179931640625,35
32.3033287525177,31.387237548828125,43.5728759765625,35
32.594735860824585,31.70916748046875,43.700714111328125,35
32.874359369277954,31.816741943359375,43.957305908203125,35
33.151285886764526,32.032257080078125,44.215087890625,35
33.4121949672699,32.032257080078125,44.344390869140625,35
33.69809412956238,32.3565673828125,44.4739990234375,35
33.971720933914185,32.3565673828125,44.4739990234375,35
34.2510404586792,32.682098388671875,44.734161376953125,35
34.530699253082275,32.682098388671875,44.734161376953125,35
34.81811261177063,33.00885009765625,44.86468505859375,35
35.10342526435852,33.00885009765625,45.25811767578125,35
35.38099122047424,33.3369140625,45.12664794921875,35
35.661858797073364,33.3369140625,45.25811767578125,35
35.92567181587219,33.556365966796875,45.522003173828125,35
36.182952642440796,33.666290283203125,45.787109375,35
36.44183349609375,33.776397705078125,45.920196533203125,35
36.72024631500244,33.997039794921875,46.053558349609375,35
36.98603320121765,34.218292236328125,46.053558349609375,35
37.266329288482666,34.32916259765625,46.187255859375,35
37.54470372200012,34.440185546875,46.187255859375,35
37.82389521598816,34.774200439453125,46.59039306640625,35
38.109716176986694,34.8858642578125,46.59039306640625,35
38.37105131149292,34.9976806640625,46.59039306640625,35
38.654913902282715,35.109649658203125,46.860870361328125,35
38.92381262779236,35.221832275390625,46.7254638671875,35
39.203230142593384,35.334136962890625,46.860870361328125,35
39.46495175361633,35.446624755859375,47.1326904296875,35
39.73577332496643,35.785125732421875,46.996612548828125,35
40.01397514343262,35.898345947265625,47.2691650390625,35
40.27691435813904,36.011688232421875,47.2691650390625,35
40.55807328224182,36.125213623046875,47.40594482421875,35
40.83663487434387,36.238922119140625,47.2691650390625,35
41.09327292442322,36.35284423828125,47.5430908203125,35
41.35349750518799,36.466888427734375,47.5430908203125,35
41.61648082733154,36.581146240234375,47.40594482421875,35
41.88350248336792,36.810211181640625,47.680633544921875,35
42.13851714134216,36.925018310546875,47.40594482421875,35
42.40344166755676,36.925018310546875,47.5430908203125,35
42.68548512458801,36.925018310546875,47.40594482421875,35
42.96025490760803,37.15521240234375,47.40594482421875,35
43.22250056266785,37.501922607421875,47.680633544921875,35
43.48876428604126,37.386138916015625,47.5430908203125,35
43.77028226852417,37.501922607421875,47.40594482421875,35
44.04864001274109,37.61785888671875,47.40594482421875,35
44.32646417617798,37.734039306640625,47.40594482421875,35
44.607749700546265,37.734039306640625,47.2691650390625,35
44.88593935966492,37.85040283203125,47.2691650390625,35
45.1481077671051,37.9669189453125,47.1326904296875,35
45.42489719390869,37.9669189453125,47.1326904296875,35
45.68825554847717,38.08367919921875,46.996612548828125,35
45.964683294296265,38.200653076171875,46.860870361328125,35
46.243459701538086,38.200653076171875,46.7254638671875,35
46.519800662994385,38.31781005859375,46.7254638671875,35
46.781960248947144,38.31781005859375,46.59039306640625,35
47.06301927566528,38.4351806640625,46.4556884765625,35
47.32090425491333,38.4351806640625,46.321319580078125,35
47.60358929634094,38.552764892578125,46.187255859375,35
47.860562801361084,38.552764892578125,46.053558349609375,35
48.13823080062866,38.552764892578125,45.920196533203125,35
48.40080165863037,38.670562744140625,45.787109375,35
48.68150281906128,38.670562744140625,45.522003173828125,35
48.94482088088989,38.670562744140625,45.389892578125,35
49.20696306228638,38.670562744140625,45.25811767578125,35
49.48314070701599,38.670562744140625,44.995513916015625,35
49.75593066215515,38.788543701171875,44.86468505859375,35
50.01860499382019,38.788543701171875,44.734161376953125,35
50.29595398902893,38.788543701171875,44.4739990234375,35
50.57439088821411,38.788543701171875,44.344390869140625,35
50.8427460193634,38.788543701171875,44.086029052734375,35
51.10533332824707,38.788543701171875,43.828887939453125,35
51.38580894470215,38.788543701171875,43.700714111328125,35
51.65039658546448,38.788543701171875,43.5728759765625,35
51.92989921569824,38.788543701171875,43.3179931640625,35
52.20814752578735,38.788543701171875,43.191009521484375,35
52.472397327423096,38.670562744140625,42.937774658203125,35
52.75393533706665,38.670562744140625,42.685699462890625,35
53.01861929893494,38.670562744140625,42.560028076171875,35
53.29654598236084,38.670562744140625,42.3095703125,35
53.560099601745605,38.670562744140625,42.184722900390625,35
53.8370087146759,38.552764892578125,41.935791015625,35
54.10116243362427,38.552764892578125,41.68792724609375,35
54.3802707195282,38.552764892578125,41.564361572265625,35
54.6525821685791,38.4351806640625,41.318023681640625,35
54.930823802948,38.4351806640625,41.072662353515625,35
55.198073625564575,38.4351806640625,40.950347900390625,35
55.47136902809143,38.31781005859375,40.706451416015625,35
55.742308616638184,38.31781005859375,40.5848388671875,35
56.00712442398071,38.31781005859375,40.342376708984375,35
56.285661458969116,38.200653076171875,40.100860595703125,35
56.551806926727295,38.200653076171875,39.980438232421875,35
56.83033275604248,38.08367919921875,39.74029541015625,35
57.11166834831238,38.08367919921875,39.50103759765625,35
57.3781373500824,38.08367919921875,39.381744384765625,35
57.66053080558777,37.9669189453125,39.143798828125,35
57.92847299575806,37.9669189453125,39.025177001953125,35
58.20651316642761,37.85040283203125,38.788543701171875,35
58.47083830833435,37.85040283203125,38.670562744140625,35
58.75076746940613,37.734039306640625,38.4351806640625,35
59.026933908462524,37.734039306640625,38.31781005859375,35
59.309730768203735,37.734039306640625,38.08367919921875,35
59.59248328208923,37.61785888671875,37.9669189453125,35
